time, position_x, position_y, position_theta, target_x, target_y 
0.00355, -0.50000 , -1.19039, 1.57324, -0.20000, -0.10000 
0.00739, -0.50000 , -1.19039, 1.57324, -0.20000, -0.10000 
0.01083, -0.50000 , -1.19039, 1.57324, -0.20000, -0.10000 
0.01424, -0.50000 , -1.19039, 1.57324, -0.20000, -0.10000 
0.01823, -0.50000 , -1.19020, 1.57446, -0.20000, -0.10000 
0.02172, -0.50000 , -1.19020, 1.57446, -0.20000, -0.10000 
0.02517, -0.50000 , -1.19020, 1.57446, -0.20000, -0.10000 
0.02871, -0.50000 , -1.19000, 1.57567, -0.20000, -0.10000 
0.03237, -0.50000 , -1.19000, 1.57567, -0.20000, -0.10000 
0.03658, -0.50000 , -1.18980, 1.57446, -0.20000, -0.10000 
0.04065, -0.50000 , -1.18961, 1.57567, -0.20000, -0.10000 
0.04447, -0.50000 , -1.18961, 1.57567, -0.20000, -0.10000 
0.05825, -0.50001 , -1.18902, 1.57689, -0.20000, -0.10000 
0.06172, -0.50001 , -1.18863, 1.57689, -0.20000, -0.10000 
0.06515, -0.50001 , -1.18843, 1.57567, -0.20000, -0.10000 
0.06875, -0.50001 , -1.18804, 1.57567, -0.20000, -0.10000 
0.08329, -0.50002 , -1.18647, 1.57567, -0.20000, -0.10000 
0.08672, -0.50002 , -1.18607, 1.57567, -0.20000, -0.10000 
0.09031, -0.50002 , -1.18568, 1.57567, -0.20000, -0.10000 
0.09369, -0.50002 , -1.18529, 1.57567, -0.20000, -0.10000 
0.09712, -0.50003 , -1.18470, 1.57446, -0.20000, -0.10000 
0.11222, -0.50003 , -1.18293, 1.57324, -0.20000, -0.10000 
0.11567, -0.50003 , -1.18254, 1.57324, -0.20000, -0.10000 
0.11927, -0.50003 , -1.18215, 1.57324, -0.20000, -0.10000 
0.12277, -0.50004 , -1.18175, 1.57324, -0.20000, -0.10000 
0.12626, -0.50004 , -1.18136, 1.57324, -0.20000, -0.10000 
0.14096, -0.50004 , -1.17920, 1.57202, -0.20000, -0.10000 
0.14903, -0.50004 , -1.17802, 1.57202, -0.20000, -0.10000 
0.15289, -0.50004 , -1.17743, 1.57324, -0.20000, -0.10000 
0.15648, -0.50004 , -1.17684, 1.57202, -0.20000, -0.10000 
0.17164, -0.50005 , -1.17410, 1.57202, -0.20000, -0.10000 
0.17526, -0.50005 , -1.17331, 1.57202, -0.20000, -0.10000 
0.17887, -0.50005 , -1.17252, 1.57202, -0.20000, -0.10000 
0.18236, -0.50005 , -1.17174, 1.57202, -0.20000, -0.10000 
0.18588, -0.50005 , -1.17115, 1.57324, -0.20000, -0.10000 
0.18950, -0.50005 , -1.17037, 1.57324, -0.20000, -0.10000 
0.20465, -0.50006 , -1.16722, 1.57324, -0.20000, -0.10000 
0.20825, -0.50006 , -1.16644, 1.57324, -0.20000, -0.10000 
0.21177, -0.50007 , -1.16526, 1.57324, -0.20000, -0.10000 
0.21529, -0.50007 , -1.16447, 1.57324, -0.20000, -0.10000 
0.21884, -0.50007 , -1.16369, 1.57324, -0.20000, -0.10000 
0.23124, -0.50008 , -1.16055, 1.57324, -0.20000, -0.10000 
0.23538, -0.50008 , -1.15937, 1.57324, -0.20000, -0.10000 
0.23923, -0.50009 , -1.15741, 1.58055, -0.20000, -0.10000 
0.25091, -0.50011 , -1.15525, 1.57446, -0.20000, -0.10000 
0.25499, -0.50011 , -1.15387, 1.57324, -0.20000, -0.10000 
0.25908, -0.50011 , -1.15289, 1.57446, -0.20000, -0.10000 
0.26296, -0.50012 , -1.15171, 1.57446, -0.20000, -0.10000 
0.26662, -0.50012 , -1.15053, 1.57446, -0.20000, -0.10000 
0.27023, -0.50013 , -1.14936, 1.57446, -0.20000, -0.10000 
0.27383, -0.50013 , -1.14818, 1.57446, -0.20000, -0.10000 
0.27972, -0.50014 , -1.14641, 1.57567, -0.20000, -0.10000 
0.28338, -0.50014 , -1.14523, 1.57567, -0.20000, -0.10000 
0.28697, -0.50015 , -1.14405, 1.57567, -0.20000, -0.10000 
0.29062, -0.50016 , -1.14288, 1.57567, -0.20000, -0.10000 
0.29934, -0.50017 , -1.13973, 1.57567, -0.20000, -0.10000 
0.30386, -0.50018 , -1.13816, 1.57567, -0.20000, -0.10000 
0.30761, -0.50018 , -1.13699, 1.57567, -0.20000, -0.10000 
0.31509, -0.50020 , -1.13443, 1.57689, -0.20000, -0.10000 
0.32113, -0.50021 , -1.13208, 1.57689, -0.20000, -0.10000 
0.32555, -0.50024 , -1.12933, 1.58421, -0.20000, -0.10000 
0.33933, -0.50028 , -1.12540, 1.57689, -0.20000, -0.10000 
0.34302, -0.50029 , -1.12422, 1.57689, -0.20000, -0.10000 
0.34725, -0.50030 , -1.12246, 1.57811, -0.20000, -0.10000 
0.35151, -0.50031 , -1.12108, 1.57689, -0.20000, -0.10000 
0.35534, -0.50032 , -1.11951, 1.57689, -0.20000, -0.10000 
0.35909, -0.50032 , -1.11814, 1.57811, -0.20000, -0.10000 
0.36271, -0.50033 , -1.11676, 1.57689, -0.20000, -0.10000 
0.36640, -0.50034 , -1.11539, 1.57811, -0.20000, -0.10000 
0.37034, -0.50035 , -1.11382, 1.57811, -0.20000, -0.10000 
0.37402, -0.50036 , -1.11244, 1.57689, -0.20000, -0.10000 
0.37759, -0.50037 , -1.11087, 1.57689, -0.20000, -0.10000 
0.38221, -0.50038 , -1.10911, 1.57567, -0.20000, -0.10000 
0.38635, -0.50039 , -1.10753, 1.57567, -0.20000, -0.10000 
0.39049, -0.50040 , -1.10596, 1.57567, -0.20000, -0.10000 
0.39414, -0.50041 , -1.10439, 1.57567, -0.20000, -0.10000 
0.39832, -0.50041 , -1.10282, 1.57567, -0.20000, -0.10000 
0.40221, -0.50042 , -1.10086, 1.57567, -0.20000, -0.10000 
0.40613, -0.50043 , -1.09929, 1.57567, -0.20000, -0.10000 
0.41036, -0.50044 , -1.09752, 1.57446, -0.20000, -0.10000 
0.41414, -0.50044 , -1.09575, 1.57324, -0.20000, -0.10000 
0.41863, -0.50045 , -1.09418, 1.57324, -0.20000, -0.10000 
0.42240, -0.50045 , -1.09242, 1.57202, -0.20000, -0.10000 
0.42610, -0.50045 , -1.09084, 1.57202, -0.20000, -0.10000 
0.43053, -0.50045 , -1.08908, 1.57080, -0.20000, -0.10000 
0.43468, -0.50045 , -1.08711, 1.57080, -0.20000, -0.10000 
0.43873, -0.50045 , -1.08535, 1.56958, -0.20000, -0.10000 
0.44341, -0.50045 , -1.08338, 1.56714, -0.20000, -0.10000 
0.44740, -0.50044 , -1.08162, 1.56836, -0.20000, -0.10000 
0.45145, -0.50044 , -1.07985, 1.56714, -0.20000, -0.10000 
0.45513, -0.50043 , -1.07828, 1.56470, -0.20000, -0.10000 
0.45889, -0.50042 , -1.07651, 1.56348, -0.20000, -0.10000 
0.46262, -0.50041 , -1.07494, 1.56348, -0.20000, -0.10000 
0.46638, -0.50039 , -1.07317, 1.56226, -0.20000, -0.10000 
0.47056, -0.50037 , -1.07121, 1.55982, -0.20000, -0.10000 
0.47493, -0.50035 , -1.06944, 1.55860, -0.20000, -0.10000 
0.47911, -0.50033 , -1.06748, 1.55616, -0.20000, -0.10000 
0.48292, -0.50030 , -1.06571, 1.55494, -0.20000, -0.10000 
0.48659, -0.50027 , -1.06414, 1.55494, -0.20000, -0.10000 
0.49024, -0.50025 , -1.06257, 1.55250, -0.20000, -0.10000 
0.49374, -0.50021 , -1.06080, 1.55128, -0.20000, -0.10000 
0.49726, -0.50018 , -1.05923, 1.54884, -0.20000, -0.10000 
0.50125, -0.50014 , -1.05747, 1.54762, -0.20000, -0.10000 
0.50559, -0.50009 , -1.05550, 1.54519, -0.20000, -0.10000 
0.50991, -0.50004 , -1.05354, 1.54275, -0.20000, -0.10000 
0.51409, -0.49999 , -1.05178, 1.54153, -0.20000, -0.10000 
0.51812, -0.49993 , -1.04981, 1.53909, -0.20000, -0.10000 
0.52218, -0.49987 , -1.04805, 1.53543, -0.20000, -0.10000 
0.52638, -0.49980 , -1.04608, 1.53299, -0.20000, -0.10000 
0.53066, -0.49972 , -1.04393, 1.53177, -0.20000, -0.10000 
0.53513, -0.49964 , -1.04196, 1.52933, -0.20000, -0.10000 
0.53904, -0.49956 , -1.04020, 1.52811, -0.20000, -0.10000 
0.54290, -0.49949 , -1.03843, 1.52445, -0.20000, -0.10000 
0.54653, -0.49940 , -1.03667, 1.52323, -0.20000, -0.10000 
0.55007, -0.49933 , -1.03510, 1.52079, -0.20000, -0.10000 
0.55361, -0.49923 , -1.03333, 1.51714, -0.20000, -0.10000 
0.55717, -0.49914 , -1.03157, 1.51592, -0.20000, -0.10000 
0.56081, -0.49904 , -1.02981, 1.51226, -0.20000, -0.10000 
0.56507, -0.49892 , -1.02785, 1.50982, -0.20000, -0.10000 
0.56899, -0.49881 , -1.02608, 1.50616, -0.20000, -0.10000 
0.57287, -0.49869 , -1.02432, 1.50250, -0.20000, -0.10000 
0.57636, -0.49857 , -1.02256, 1.50128, -0.20000, -0.10000 
0.58004, -0.49844 , -1.02079, 1.49762, -0.20000, -0.10000 
0.58355, -0.49833 , -1.01923, 1.49518, -0.20000, -0.10000 
0.58731, -0.49818 , -1.01727, 1.49274, -0.20000, -0.10000 
0.59120, -0.49804 , -1.01551, 1.48909, -0.20000, -0.10000 
0.59548, -0.49786 , -1.01336, 1.48543, -0.20000, -0.10000 
0.59962, -0.49769 , -1.01140, 1.48299, -0.20000, -0.10000 
0.60352, -0.49749 , -1.00925, 1.47933, -0.20000, -0.10000 
