time, position_x, position_y, position_theta, target_x, target_y 
0.00425, -0.50000 , -1.19000, 1.57080, -0.50000, 0.00000 
0.01206, -0.50000 , -1.19000, 1.57080, -0.50000, 0.00000 
0.01570, -0.50000 , -1.19000, 1.57080, -0.50000, 0.00000 
0.01949, -0.50000 , -1.19000, 1.57080, -0.50000, 0.00000 
0.02316, -0.50000 , -1.19000, 1.57080, -0.50000, 0.00000 
0.02950, -0.50000 , -1.19000, 1.57080, -0.50000, 0.00000 
0.03330, -0.50000 , -1.18980, 1.57202, -0.50000, 0.00000 
0.03713, -0.50000 , -1.18980, 1.57202, -0.50000, 0.00000 
0.04074, -0.50000 , -1.18961, 1.57324, -0.50000, 0.00000 
0.04413, -0.50000 , -1.18941, 1.57202, -0.50000, 0.00000 
0.04753, -0.50000 , -1.18921, 1.57324, -0.50000, 0.00000 
0.05104, -0.50000 , -1.18882, 1.57324, -0.50000, 0.00000 
0.05452, -0.50000 , -1.18863, 1.57202, -0.50000, 0.00000 
0.05802, -0.50000 , -1.18843, 1.57324, -0.50000, 0.00000 
0.06167, -0.50000 , -1.18804, 1.57324, -0.50000, 0.00000 
0.06510, -0.50000 , -1.18784, 1.57202, -0.50000, 0.00000 
0.06921, -0.50000 , -1.18745, 1.57202, -0.50000, 0.00000 
0.07295, -0.50001 , -1.18705, 1.57202, -0.50000, 0.00000 
0.07679, -0.50001 , -1.18666, 1.57202, -0.50000, 0.00000 
0.08029, -0.50001 , -1.18627, 1.57202, -0.50000, 0.00000 
0.08374, -0.50001 , -1.18588, 1.57202, -0.50000, 0.00000 
0.08721, -0.50001 , -1.18548, 1.57202, -0.50000, 0.00000 
0.09077, -0.50001 , -1.18529, 1.57324, -0.50000, 0.00000 
0.09429, -0.50001 , -1.18489, 1.57324, -0.50000, 0.00000 
0.09826, -0.50001 , -1.18450, 1.57324, -0.50000, 0.00000 
0.10193, -0.50001 , -1.18411, 1.57324, -0.50000, 0.00000 
0.10566, -0.50001 , -1.18372, 1.57324, -0.50000, 0.00000 
0.10929, -0.50001 , -1.18352, 1.57446, -0.50000, 0.00000 
0.11276, -0.50001 , -1.18313, 1.57446, -0.50000, 0.00000 
0.11623, -0.50001 , -1.18274, 1.57446, -0.50000, 0.00000 
0.11971, -0.50002 , -1.18234, 1.57446, -0.50000, 0.00000 
0.12328, -0.50002 , -1.18195, 1.57446, -0.50000, 0.00000 
0.12704, -0.50002 , -1.18156, 1.57446, -0.50000, 0.00000 
0.13102, -0.50002 , -1.18116, 1.57446, -0.50000, 0.00000 
0.13483, -0.50002 , -1.18058, 1.57567, -0.50000, 0.00000 
0.13852, -0.50002 , -1.18018, 1.57567, -0.50000, 0.00000 
0.14196, -0.50003 , -1.17979, 1.57567, -0.50000, 0.00000 
0.14540, -0.50003 , -1.17920, 1.57689, -0.50000, 0.00000 
0.14894, -0.50003 , -1.17881, 1.57689, -0.50000, 0.00000 
0.15237, -0.50004 , -1.17822, 1.57811, -0.50000, 0.00000 
0.15589, -0.50004 , -1.17763, 1.57689, -0.50000, 0.00000 
0.16032, -0.50004 , -1.17704, 1.57811, -0.50000, 0.00000 
0.16404, -0.50005 , -1.17626, 1.57811, -0.50000, 0.00000 
0.16780, -0.50005 , -1.17567, 1.57933, -0.50000, 0.00000 
0.17125, -0.50006 , -1.17508, 1.57811, -0.50000, 0.00000 
0.17474, -0.50006 , -1.17449, 1.57933, -0.50000, 0.00000 
0.17828, -0.50007 , -1.17370, 1.57933, -0.50000, 0.00000 
0.18177, -0.50008 , -1.17311, 1.58055, -0.50000, 0.00000 
0.18527, -0.50008 , -1.17253, 1.57933, -0.50000, 0.00000 
0.18935, -0.50009 , -1.17154, 1.58055, -0.50000, 0.00000 
0.19303, -0.50010 , -1.17095, 1.58177, -0.50000, 0.00000 
0.19679, -0.50011 , -1.17017, 1.58177, -0.50000, 0.00000 
0.20029, -0.50011 , -1.16938, 1.58177, -0.50000, 0.00000 
0.20374, -0.50012 , -1.16860, 1.58177, -0.50000, 0.00000 
0.20724, -0.50013 , -1.16801, 1.58299, -0.50000, 0.00000 
0.21072, -0.50014 , -1.16722, 1.58299, -0.50000, 0.00000 
0.21417, -0.50015 , -1.16624, 1.58421, -0.50000, 0.00000 
0.21781, -0.50016 , -1.16546, 1.58421, -0.50000, 0.00000 
0.22181, -0.50018 , -1.16448, 1.58543, -0.50000, 0.00000 
0.22561, -0.50019 , -1.16369, 1.58543, -0.50000, 0.00000 
0.22941, -0.50020 , -1.16271, 1.58665, -0.50000, 0.00000 
0.23288, -0.50022 , -1.16173, 1.58543, -0.50000, 0.00000 
0.23634, -0.50023 , -1.16075, 1.58665, -0.50000, 0.00000 
0.23992, -0.50025 , -1.15976, 1.58787, -0.50000, 0.00000 
0.24343, -0.50026 , -1.15898, 1.58787, -0.50000, 0.00000 
0.24707, -0.50028 , -1.15800, 1.58909, -0.50000, 0.00000 
0.25112, -0.50030 , -1.15682, 1.58909, -0.50000, 0.00000 
0.25475, -0.50032 , -1.15584, 1.59031, -0.50000, 0.00000 
0.25862, -0.50034 , -1.15486, 1.58909, -0.50000, 0.00000 
0.26217, -0.50036 , -1.15387, 1.59031, -0.50000, 0.00000 
0.26597, -0.50038 , -1.15270, 1.59031, -0.50000, 0.00000 
0.27038, -0.50041 , -1.15132, 1.59153, -0.50000, 0.00000 
0.27411, -0.50043 , -1.15014, 1.59153, -0.50000, 0.00000 
0.27795, -0.50046 , -1.14897, 1.59153, -0.50000, 0.00000 
0.28237, -0.50048 , -1.14779, 1.59153, -0.50000, 0.00000 
0.28624, -0.50051 , -1.14661, 1.59397, -0.50000, 0.00000 
0.29015, -0.50053 , -1.14543, 1.59397, -0.50000, 0.00000 
0.29369, -0.50056 , -1.14426, 1.59397, -0.50000, 0.00000 
0.29736, -0.50058 , -1.14327, 1.59519, -0.50000, 0.00000 
0.30108, -0.50061 , -1.14210, 1.59519, -0.50000, 0.00000 
0.30479, -0.50065 , -1.14072, 1.59641, -0.50000, 0.00000 
0.31184, -0.50070 , -1.13856, 1.59763, -0.50000, 0.00000 
0.31559, -0.50074 , -1.13739, 1.59763, -0.50000, 0.00000 
0.31958, -0.50077 , -1.13601, 1.59885, -0.50000, 0.00000 
0.32309, -0.50080 , -1.13503, 1.60007, -0.50000, 0.00000 
0.32649, -0.50084 , -1.13385, 1.60007, -0.50000, 0.00000 
0.33026, -0.50087 , -1.13267, 1.60007, -0.50000, 0.00000 
0.33371, -0.50090 , -1.13169, 1.60129, -0.50000, 0.00000 
0.33726, -0.50094 , -1.13032, 1.60250, -0.50000, 0.00000 
0.34167, -0.50099 , -1.12875, 1.60250, -0.50000, 0.00000 
0.34540, -0.50104 , -1.12738, 1.60372, -0.50000, 0.00000 
0.34928, -0.50108 , -1.12620, 1.60372, -0.50000, 0.00000 
0.35280, -0.50112 , -1.12502, 1.60616, -0.50000, 0.00000 
0.35623, -0.50116 , -1.12384, 1.60616, -0.50000, 0.00000 
0.36028, -0.50121 , -1.12247, 1.60738, -0.50000, 0.00000 
0.36408, -0.50125 , -1.12129, 1.60738, -0.50000, 0.00000 
0.36774, -0.50130 , -1.11992, 1.60860, -0.50000, 0.00000 
0.37177, -0.50135 , -1.11855, 1.60982, -0.50000, 0.00000 
0.37549, -0.50141 , -1.11698, 1.60982, -0.50000, 0.00000 
0.37938, -0.50147 , -1.11560, 1.61104, -0.50000, 0.00000 
0.38306, -0.50152 , -1.11443, 1.61104, -0.50000, 0.00000 
0.38644, -0.50157 , -1.11305, 1.61226, -0.50000, 0.00000 
0.39001, -0.50162 , -1.11188, 1.61226, -0.50000, 0.00000 
0.39342, -0.50168 , -1.11050, 1.61348, -0.50000, 0.00000 
0.39688, -0.50174 , -1.10913, 1.61470, -0.50000, 0.00000 
0.40072, -0.50181 , -1.10756, 1.61470, -0.50000, 0.00000 
0.40465, -0.50187 , -1.10619, 1.61592, -0.50000, 0.00000 
0.40839, -0.50194 , -1.10462, 1.61592, -0.50000, 0.00000 
0.41221, -0.50200 , -1.10324, 1.61714, -0.50000, 0.00000 
0.41575, -0.50207 , -1.10187, 1.61836, -0.50000, 0.00000 
0.41921, -0.50214 , -1.10030, 1.61836, -0.50000, 0.00000 
0.42269, -0.50221 , -1.09893, 1.61958, -0.50000, 0.00000 
0.42614, -0.50228 , -1.09756, 1.62080, -0.50000, 0.00000 
0.42982, -0.50237 , -1.09579, 1.62202, -0.50000, 0.00000 
0.43394, -0.50245 , -1.09422, 1.62202, -0.50000, 0.00000 
0.43779, -0.50254 , -1.09246, 1.62324, -0.50000, 0.00000 
0.44173, -0.50262 , -1.09089, 1.62324, -0.50000, 0.00000 
0.44525, -0.50270 , -1.08932, 1.62568, -0.50000, 0.00000 
0.44878, -0.50279 , -1.08775, 1.62568, -0.50000, 0.00000 
0.45231, -0.50287 , -1.08638, 1.62690, -0.50000, 0.00000 
0.45590, -0.50297 , -1.08462, 1.62812, -0.50000, 0.00000 
0.45952, -0.50306 , -1.08305, 1.62812, -0.50000, 0.00000 
0.46363, -0.50316 , -1.08128, 1.62934, -0.50000, 0.00000 
0.46743, -0.50326 , -1.07952, 1.63055, -0.50000, 0.00000 
0.47128, -0.50336 , -1.07795, 1.63055, -0.50000, 0.00000 
0.47491, -0.50346 , -1.07619, 1.63177, -0.50000, 0.00000 
0.47857, -0.50356 , -1.07462, 1.63177, -0.50000, 0.00000 
0.48209, -0.50366 , -1.07305, 1.63421, -0.50000, 0.00000 
0.48570, -0.50376 , -1.07148, 1.63421, -0.50000, 0.00000 
0.48928, -0.50387 , -1.06972, 1.63543, -0.50000, 0.00000 
0.49339, -0.50400 , -1.06776, 1.63543, -0.50000, 0.00000 
0.49732, -0.50411 , -1.06600, 1.63665, -0.50000, 0.00000 
0.50113, -0.50424 , -1.06404, 1.63909, -0.50000, 0.00000 
0.50480, -0.50435 , -1.06247, 1.63909, -0.50000, 0.00000 
0.50832, -0.50446 , -1.06090, 1.64153, -0.50000, 0.00000 
0.51192, -0.50459 , -1.05914, 1.64275, -0.50000, 0.00000 
0.51541, -0.50470 , -1.05758, 1.64275, -0.50000, 0.00000 
0.51898, -0.50484 , -1.05562, 1.64275, -0.50000, 0.00000 
0.52283, -0.50497 , -1.05385, 1.64397, -0.50000, 0.00000 
0.52693, -0.50513 , -1.05170, 1.64519, -0.50000, 0.00000 
0.53085, -0.50526 , -1.04994, 1.64641, -0.50000, 0.00000 
0.53501, -0.50541 , -1.04798, 1.64641, -0.50000, 0.00000 
0.53854, -0.50554 , -1.04622, 1.64763, -0.50000, 0.00000 
0.54209, -0.50568 , -1.04446, 1.64885, -0.50000, 0.00000 
0.54561, -0.50582 , -1.04270, 1.65007, -0.50000, 0.00000 
0.54934, -0.50597 , -1.04074, 1.65007, -0.50000, 0.00000 
0.55314, -0.50615 , -1.03858, 1.65129, -0.50000, 0.00000 
0.55739, -0.50630 , -1.03663, 1.65129, -0.50000, 0.00000 
0.56136, -0.50648 , -1.03447, 1.65251, -0.50000, 0.00000 
0.56511, -0.50662 , -1.03271, 1.65373, -0.50000, 0.00000 
0.56865, -0.50677 , -1.03095, 1.65495, -0.50000, 0.00000 
0.57217, -0.50694 , -1.02900, 1.65495, -0.50000, 0.00000 
0.57570, -0.50709 , -1.02724, 1.65617, -0.50000, 0.00000 
0.57926, -0.50725 , -1.02528, 1.65617, -0.50000, 0.00000 
0.58316, -0.50742 , -1.02332, 1.65617, -0.50000, 0.00000 
0.58723, -0.50759 , -1.02137, 1.65617, -0.50000, 0.00000 
0.59112, -0.50776 , -1.01941, 1.65617, -0.50000, 0.00000 
0.59488, -0.50792 , -1.01745, 1.65617, -0.50000, 0.00000 
0.59853, -0.50811 , -1.01530, 1.65739, -0.50000, 0.00000 
0.60201, -0.50826 , -1.01354, 1.65860, -0.50000, 0.00000 
0.60538, -0.50842 , -1.01178, 1.65739, -0.50000, 0.00000 
0.60899, -0.50857 , -1.01002, 1.65860, -0.50000, 0.00000 
0.61255, -0.50874 , -1.00806, 1.65860, -0.50000, 0.00000 
0.61652, -0.50891 , -1.00611, 1.65860, -0.50000, 0.00000 
0.62049, -0.50910 , -1.00396, 1.65739, -0.50000, 0.00000 
0.62446, -0.50927 , -1.00200, 1.65739, -0.50000, 0.00000 
0.62814, -0.50944 , -1.00004, 1.65739, -0.50000, 0.00000 
0.63168, -0.50958 , -0.99848, 1.65739, -0.50000, 0.00000 
0.63522, -0.50975 , -0.99652, 1.65739, -0.50000, 0.00000 
0.63910, -0.50992 , -0.99457, 1.65739, -0.50000, 0.00000 
0.64266, -0.51009 , -0.99261, 1.65739, -0.50000, 0.00000 
0.64706, -0.51029 , -0.99026, 1.65739, -0.50000, 0.00000 
0.65080, -0.51046 , -0.98831, 1.65739, -0.50000, 0.00000 
0.65835, -0.51380 , -0.98501, 1.68518, -0.50000, 0.00000 
0.66196, -0.51400 , -0.98326, 1.68396, -0.50000, 0.00000 
0.66554, -0.51422 , -0.98130, 1.68396, -0.50000, 0.00000 
0.66921, -0.51444 , -0.97935, 1.68396, -0.50000, 0.00000 
0.67277, -0.51462 , -0.97779, 1.68396, -0.50000, 0.00000 
0.67626, -0.51482 , -0.97604, 1.68274, -0.50000, 0.00000 
0.67997, -0.51504 , -0.97409, 1.68274, -0.50000, 0.00000 
0.68400, -0.51525 , -0.97213, 1.68030, -0.50000, 0.00000 
0.68789, -0.51544 , -0.97038, 1.67908, -0.50000, 0.00000 
0.69174, -0.51563 , -0.96862, 1.67786, -0.50000, 0.00000 
0.69542, -0.51578 , -0.96725, 1.67664, -0.50000, 0.00000 
0.69900, -0.51594 , -0.96569, 1.67420, -0.50000, 0.00000 
0.70251, -0.51611 , -0.96413, 1.67420, -0.50000, 0.00000 
0.70615, -0.51627 , -0.96257, 1.67176, -0.50000, 0.00000 
0.71027, -0.51642 , -0.96100, 1.67176, -0.50000, 0.00000 
0.71404, -0.51656 , -0.95964, 1.67054, -0.50000, 0.00000 
0.71792, -0.51672 , -0.95807, 1.67054, -0.50000, 0.00000 
0.72136, -0.51684 , -0.95690, 1.67054, -0.50000, 0.00000 
0.72479, -0.51695 , -0.95573, 1.67054, -0.50000, 0.00000 
0.72863, -0.51707 , -0.95456, 1.67054, -0.50000, 0.00000 
0.73259, -0.51721 , -0.95319, 1.66932, -0.50000, 0.00000 
0.73649, -0.51736 , -0.95163, 1.66932, -0.50000, 0.00000 
